network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,28.22,2793,manual,0.5,606760408,04:12.9,0.91,31.7004,-115.85,0.9167,61.02,3.50192,14.39,,3,ml,,,1.59,177.04,318.4,"[40.0, 39.70000076293945, 30.299999237060547]",5900,04:33.1,earthquake_local,109C.TA_20150228030432_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,27.86,2576,autopicker,0.51,606777686,46:25.3,0.9,31.6209,-115.9217,1.2593,67.518,4.3458,28.54,,2.8,ml,,,1.61,179.46,321.9,"[23.0, 20.299999237060547, 19.299999237060547]",5900,46:47.1,earthquake_local,109C.TA_20150304164646_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,27.86,2477,autopicker,0.55,606777686,46:25.3,0.9,31.6209,-115.9217,1.2593,67.518,4.3458,28.54,,2.8,ml,,,1.61,179.46,321.9,"[23.600000381469727, 20.100000381469727, 18.899999618530273]",5900,46:48.1,earthquake_local,109C.TA_20150304164647_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.5,27.86,2376,autopicker,0.52,606777686,46:25.3,0.9,31.6209,-115.9217,1.2593,67.518,4.3458,28.54,,2.8,ml,,,1.61,179.46,321.9,"[23.0, 21.5, 17.299999237060547]",5900,46:49.1,earthquake_local,109C.TA_20150304164648_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,28.5,3257,autopicker,0.56,606819213,52:53.7,0.84,32.1974,-115.2886,0.9754,50.229,2.88767,14.2,,2.7,ml,,,1.68,187.06,294.7,"[40.29999923706055, 36.0, 29.100000381469727]",5900,53:13.2,earthquake_local,109C.TA_20150310075312_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,28.5,2960,autopicker,0.66,606819213,52:53.7,0.84,32.1974,-115.2886,0.9754,50.229,2.88767,14.2,,2.7,ml,,,1.68,187.06,294.7,"[43.0, 37.099998474121094, 31.299999237060547]",5900,53:16.2,earthquake_local,109C.TA_20150310075315_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,34.43,3648,autopicker,0.66,606860333,33:42.4,1.22,31.8267,-115.0176,0.9634,68.74,4.00065,14.69,,3.3,ml,,,2.06,229.08,301.5,"[32.70000076293945, 32.5, 26.299999237060547]",5900,34:09.8,earthquake_local,109C.TA_20150322223408_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,34.43,3448,autopicker,0.63,606860333,33:42.4,1.22,31.8267,-115.0176,0.9634,68.74,4.00065,14.69,,3.3,ml,,,2.06,229.08,301.5,"[35.900001525878906, 33.79999923706055, 27.0]",5900,34:11.8,earthquake_local,109C.TA_20150322223410_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,24.24,2633,autopicker,0.6,606944613,36:57.6,0.82,33.9234,-116.03,1.2417,16.244,2.4891,17.5,0.54,3.67,ml,,,1.37,152.2,221.4,"[35.29999923706055, 39.0, 32.79999923706055]",5900,37:13.9,earthquake_local,109C.TA_20150327153712_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.5,24.24,2433,autopicker,0.57,606944613,36:57.6,0.82,33.9234,-116.03,1.2417,16.244,2.4891,17.5,0.54,3.67,ml,,,1.37,152.2,221.4,"[35.29999923706055, 41.0, 33.0]",5900,37:15.9,earthquake_local,109C.TA_20150327153714_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,24.24,2335,autopicker,0.59,606944613,36:57.6,0.82,33.9234,-116.03,1.2417,16.244,2.4891,17.5,0.54,3.67,ml,,,1.37,152.2,221.4,"[37.099998474121094, 40.400001525878906, 34.20000076293945]",5900,37:16.9,earthquake_local,109C.TA_20150327153715_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,32.47,3236,autopicker,0.53,607211827,21:37.2,1.12,31.5587,-115.6453,0.5597,82.663,4.0177,1.55,,3.1,ml,,,1.81,201.72,317.4,"[29.600000381469727, 27.100000381469727, 19.399999618530273]",5900,22:00.7,earthquake_local,109C.TA_20150426192159_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,32.47,2836,autopicker,0.58,607211827,21:37.2,1.12,31.5587,-115.6453,0.5597,82.663,4.0177,1.55,,3.1,ml,,,1.81,201.72,317.4,"[26.100000381469727, 27.600000381469727, 24.299999237060547]",5900,22:04.7,earthquake_local,109C.TA_20150426192203_EV
TA,112A,BH,32.5356,-114.5804,87,900,manual,0.5,11.11,1712,manual,0.5,12669190,17:40.6,0.48,32.445,-115.2203,0.8134,108.215,4.9267,10.79,,3.2,ml,,,0.55,60.98,80.3,"[25.200000762939453, 25.399999618530273, 27.200000762939453]",5900,17:42.7,earthquake_local,112A.TA_20070601021741_EV
TA,112A,BH,32.5356,-114.5804,87,600,manual,0.5,10.69,1459,manual,0.5,12669779,09:51.1,0.34,32.4225,-115.2374,0.8962,92.111,3.5224,10.85,,3.5,ml,,,0.57,63.02,78.3,"[31.700000762939453, 33.20000076293945, 24.299999237060547]",3199,09:55.8,earthquake_local,112A.TA_20070601200954_EV
TA,112A,BH,32.5356,-114.5804,87,800,manual,0.5,10.7,1579,manual,0.5,12670983,58:17.5,0.3,32.5521,-115.2537,1.2619,68.32,2.9681,16.7,,3.3,ml,,,0.57,63.27,91.5,"[43.79999923706055, 46.900001525878906, 42.5]",2317,58:20.2,earthquake_local,112A.TA_20070603085819_EV
TA,112A,BH,32.5356,-114.5804,87,900,manual,0.5,10.06,1652,manual,0.5,12687025,39:28.4,0.52,32.2499,-115.0629,1.0161,96.769,4.0947,18.44,,4,ml,,,0.5,55.36,55,"[52.70000076293945, 55.599998474121094, 51.400001525878906]",3199,39:29.4,earthquake_local,112A.TA_20070624073928_EV
TA,112A,BH,32.5356,-114.5804,87,400,manual,0.5,11.06,1153,manual,0.5,12773650,18:28.3,0.42,32.4349,-115.1853,0.8599,75.044,4.0213,15.29,,2.8,ml,,,0.52,57.94,78.7,"[36.400001525878906, 26.100000381469727, 23.399999618530273]",3199,18:35.3,earthquake_local,112A.TA_20070719211834_EV
TA,112A,BH,32.5356,-114.5804,87,400,manual,0.5,10.68,1269,manual,0.5,10525612,12:07.9,0.14,32.395,-115.309,1.5264,43.626,1.8526,10,,5.2,mw,,,0.63,70.25,77,"[90.4000015258789, 96.80000305175781, 77.4000015258789]",4182,12:14.6,earthquake_local,112A.TA_20080209071213_EV
TA,112A,BH,32.5356,-114.5804,87,800,manual,0.5,11.97,1646,manual,0.5,11323526,12:44.2,0.32,32.515,-115.3174,0.9795,75.803,3.5079,15.73,,3.2,ml,,,0.62,69.28,87.9,"[27.299999237060547, 25.0, 20.399999618530273]",3933,12:48.2,earthquake_local,112A.TA_20080209171247_EV
TA,112A,BH,32.5356,-114.5804,87,500,manual,0.5,12.68,1389,manual,0.5,11323573,52:21.0,0.25,32.4935,-115.297,1.1486,75.863,2.4987,10,,3.7,ml,,,0.61,67.49,85.8,"[63.0, 72.9000015258789, 64.0999984741211]",2825,52:28.7,earthquake_local,112A.TA_20080210015227_EV
TA,112A,BH,32.5356,-114.5804,87,500,manual,0.5,11.86,1381,manual,0.5,11323655,03:55.0,0.33,32.4641,-115.3131,1.1125,64.464,3.6257,13.12,,2.8,ml,,,0.62,69.31,83.2,"[46.900001525878906, 49.099998474121094, 40.900001525878906]",4184,04:01.8,earthquake_local,112A.TA_20080211100400_EV
TA,112A,BH,32.5356,-114.5804,87,900,manual,0.5,9.98,1758,manual,0.5,10526626,29:34.7,0.19,32.3345,-115.235,1.4794,23.992,2.4499,10,,5.1,mw,,,0.59,65.48,69.9,"[62.70000076293945, 63.70000076293945, 52.0]",4024,29:35.7,earthquake_local,112A.TA_20080211182934_EV
TA,112A,BH,32.5356,-114.5804,87,700,manual,0.5,12.12,1554,manual,0.5,11323682,23:28.5,0.36,32.4949,-115.2921,1.0105,64.899,3.4401,18,,4,ml,,,0.6,67.02,85.9,"[34.400001525878906, 38.79999923706055, 32.400001525878906]",4339,23:33.6,earthquake_local,112A.TA_20080211192332_EV
TA,112A,BH,32.5356,-114.5804,87,600,manual,0.5,11.83,1543,autopicker,0.66,11323699,06:04.2,0.27,32.4561,-115.2915,1.2256,63.921,2.7467,15.56,,3.2,ml,,,0.61,67.41,82.3,"[48.70000076293945, 50.70000076293945, 38.79999923706055]",4158,06:10.0,earthquake_local,112A.TA_20080211230608_EV
TA,112A,BH,32.5356,-114.5804,87,900,manual,0.5,11.66,1804,manual,0.5,11885554,58:58.7,0.34,32.4864,-115.3254,1.0315,61.902,3.5788,15.21,,3.2,ml,,,0.63,70.22,85.3,"[34.599998474121094, 39.099998474121094, 37.29999923706055]",4372,59:01.3,earthquake_local,112A.TA_20080212015900_EV
TA,112A,BH,32.5356,-114.5804,87,500,manual,0.5,11.42,1387,manual,0.5,11323718,27:31.6,0.31,32.4833,-115.3115,1.1586,64.289,3.407,11.21,,3.5,ml,,,0.62,68.94,85,"[54.0, 57.20000076293945, 44.79999923706055]",4516,27:38.0,earthquake_local,112A.TA_20080212022737_EV
TA,112A,BH,32.5356,-114.5804,87,900,manual,0.5,12.29,1766,manual,0.5,11323727,40:46.1,0.3,32.4441,-115.3026,1.1878,65.188,3.403,13.25,,4.1,ml,,,0.62,68.63,81.3,"[28.700000762939453, 22.399999618530273, 33.400001525878906]",4492,40:49.3,earthquake_local,112A.TA_20080212044048_EV
TA,112A,BH,32.5356,-114.5804,87,800,manual,0.5,12.12,1696,manual,0.5,11323744,34:53.0,0.28,32.4846,-115.3208,1.1723,63.893,3.3335,17.09,,3.8,ml,,,0.63,69.8,85.2,"[50.29999923706055, 51.0, 49.900001525878906]",4364,34:57.2,earthquake_local,112A.TA_20080212073456_EV
TA,112A,BH,32.5356,-114.5804,87,600,manual,0.5,12.23,1506,manual,0.5,10623381,27:19.3,0.29,32.4756,-115.3198,1.0325,42.186,2.7623,13.26,,4.2,mb,,,0.63,69.8,84.3,"[47.599998474121094, 43.5, 50.29999923706055]",4384,27:25.5,earthquake_local,112A.TA_20080212092724_EV
TA,112A,BH,32.5356,-114.5804,87,800,manual,0.5,12.01,1723,manual,0.5,11323760,39:45.5,0.3,32.4849,-115.3237,1.3309,62.784,2.8772,11.96,,3.7,ml,,,0.63,70.07,85.2,"[52.900001525878906, 55.20000076293945, 46.79999923706055]",4224,39:49.5,earthquake_local,112A.TA_20080212103948_EV
TA,112A,BH,32.5356,-114.5804,87,800,manual,0.5,12,1647,manual,0.5,11323767,12:16.2,0.33,32.479,-115.3258,1.2515,60.121,2.9913,14.86,,3.5,ml,,,0.63,70.33,84.7,"[45.79999923706055, 43.70000076293945, 43.099998474121094]",4506,12:20.2,earthquake_local,112A.TA_20080212121219_EV
TA,112A,BH,32.5356,-114.5804,87,500,manual,0.5,12.26,1415,manual,0.5,11323814,04:52.6,0.32,32.5069,-115.3401,1.1195,57.297,3.4242,13.23,,3.3,ml,,,0.64,71.45,87.2,"[51.0, 51.79999923706055, 37.400001525878906]",3199,04:59.8,earthquake_local,112A.TA_20080213030458_EV
TA,112A,BH,32.5356,-114.5804,87,700,manual,0.5,11.92,1517,manual,0.5,11323823,14:25.8,0.25,32.4686,-115.316,1.1991,62.885,2.6681,14.22,,4.3,ml,,,0.62,69.53,83.7,"[59.79999923706055, 61.5, 55.20000076293945]",4233,14:30.8,earthquake_local,112A.TA_20080213071429_EV
TA,112A,BH,32.5356,-114.5804,87,800,manual,0.5,11.31,1788,manual,0.5,11323877,36:42.2,0.29,32.4721,-115.3024,0.9655,63.524,3.3445,14.71,,4,ml,,,0.61,68.21,83.9,"[62.20000076293945, 66.0999984741211, 56.599998474121094]",3975,36:45.5,earthquake_local,112A.TA_20080214023644_EV
TA,112A,BH,32.5356,-114.5804,87,800,manual,0.5,11.83,1715,manual,0.5,13214420,41:29.4,0.24,32.4611,-115.3134,1.3125,40.047,1.9588,4.98,,5.1,mw,,,0.62,69.38,83,"[72.0999984741211, 72.9000015258789, 63.599998474121094]",4752,41:33.3,earthquake_local,112A.TA_20080219224132_EV
TA,112A,BH,32.5356,-114.5804,87,800,manual,0.5,12.31,1712,manual,0.5,11006253,28:55.3,0.2,32.4686,-115.3295,1.3525,39.475,2.4309,10,,4.8,mw,,,0.64,70.79,83.8,"[48.099998474121094, 53.0, 39.099998474121094]",4459,28:59.6,earthquake_local,112A.TA_20080220012858_EV
TA,112A,BH,32.5356,-114.5804,87,600,manual,0.5,12.59,1494,manual,0.5,11324377,37:37.5,0.34,32.4523,-115.3131,0.9969,64.622,3.9387,15.39,,3.4,ml,,,0.62,69.48,82.2,"[19.600000381469727, 21.399999618530273, 26.0]",4522,37:44.0,earthquake_local,112A.TA_20080220013743_EV
TA,112A,BH,32.5356,-114.5804,87,700,manual,0.5,12.36,1598,manual,0.5,10542172,31:17.6,0.41,32.3381,-115.3325,1.6358,34.597,3.7854,0.28,,4.9,mw,,,0.67,74.04,72.6,"[65.5, 74.30000305175781, 57.29999923706055]",4179,31:23.0,earthquake_local,112A.TA_20080222193121_EV
TA,112A,BH,32.5356,-114.5804,87,400,manual,0.5,12.19,1336,autopicker,0.73,11305583,03:31.1,0.33,32.5282,-115.3173,1.2665,63.443,3.3066,10,,3.1,ml,,,0.62,69.23,89.1,"[46.599998474121094, 32.5, 42.400001525878906]",4362,03:39.2,earthquake_local,112A.TA_20080223110338_EV
TA,112A,BH,32.5356,-114.5804,87,800,manual,0.5,12.13,1684,manual,0.5,11886355,00:45.9,0.37,32.4714,-115.3056,0.6165,80.341,5.6897,13.29,,2.8,ml,,,0.62,68.52,83.8,"[26.899999618530273, 32.5, 30.0]",4158,00:50.0,earthquake_local,112A.TA_20080224070049_EV
TA,112A,BH,32.5356,-114.5804,87,400,manual,0.5,11.05,1203,manual,0.5,13499640,01:42.5,0.35,32.4203,-115.2258,1.1406,66.852,3.1914,17.45,,3.4,mb,,,0.56,62,77.9,"[51.29999923706055, 56.099998474121094, 42.70000076293945]",4344,01:49.5,earthquake_local,112A.TA_20080329220148_EV
TA,112A,BH,32.5356,-114.5804,87,800,manual,0.5,12.48,1737,manual,0.5,11475410,15:41.9,0.32,32.4538,-115.3398,0.98,42.436,3.3749,14.62,,3.2,ml,,,0.65,71.94,82.6,"[33.5, 32.79999923706055, 24.100000381469727]",3621,15:46.4,earthquake_local,112A.TA_20080403011545_EV
TA,112A,BH,32.5356,-114.5804,87,600,manual,0.5,16.32,1808,manual,0.5,10902222,16:24.2,0.35,32.1271,-115.4813,1.0269,64.063,3.1843,13.56,,4.8,mb,,,0.86,96.16,61.7,"[43.79999923706055, 48.099998474121094, 34.599998474121094]",4559,16:34.5,earthquake_local,112A.TA_20080421141633_EV
TA,112A,BH,32.5356,-114.5804,87,900,manual,0.5,17.61,2239,manual,0.5,10968373,59:27.8,0.28,33.0299,-115.5712,0.8371,36.339,3.1338,10.79,,3,ml,,,0.97,107.8,120.3,"[26.899999618530273, 28.799999237060547, 29.5]",3199,59:36.4,earthquake_local,112A.TA_20080602045935_EV
TA,112A,BH,32.5356,-114.5804,87,600,manual,0.5,12.74,1527,manual,0.5,11687054,24:57.1,0.31,32.3229,-115.3043,0.9225,66.544,3.1299,13.03,,3.8,ml,,,0.65,72.05,70.7,"[34.29999923706055, 31.200000762939453, 25.200000762939453]",3199,25:03.9,earthquake_local,112A.TA_20080625202502_EV
TA,112A,BH,32.5356,-114.5804,87,500,manual,0.5,12.97,1412,manual,0.5,11000202,42:35.4,0.32,32.3112,-115.2902,0.9736,67.381,3.2518,12.17,,3.9,ml,,,0.64,71.25,69.4,"[48.400001525878906, 53.599998474121094, 42.29999923706055]",3199,42:43.3,earthquake_local,112A.TA_20080626014242_EV
TA,112A,BH,32.5356,-114.5804,87,700,manual,0.5,13.17,1562,manual,0.5,11687276,02:21.6,0.32,32.3417,-115.2919,1.0824,66.771,3.7893,13.11,,3.6,ml,,,0.63,70.28,72,"[50.0, 50.900001525878906, 43.400001525878906]",3100,02:27.8,earthquake_local,112A.TA_20080628040226_EV
TA,112A,BH,32.5356,-114.5804,87,700,manual,0.5,12.79,1619,manual,0.5,11799121,53:24.6,0.32,32.295,-115.2939,1.1212,66.511,2.7593,13.54,,3.5,ml,,,0.65,72.22,68.1,"[47.5, 51.79999923706055, 38.599998474121094]",2755,53:30.4,earthquake_local,112A.TA_20080701005329_EV
TA,112A,BH,32.5356,-114.5804,87,700,manual,0.5,12.89,1655,manual,0.5,11812518,57:59.4,0.31,32.3076,-115.3309,0.9807,65.346,3.1348,13.35,,3.3,ml,,,0.67,74.98,70.1,"[48.5, 42.599998474121094, 40.5]",3199,58:05.3,earthquake_local,112A.TA_20080724085804_EV
TA,112A,BH,32.5356,-114.5804,87,800,manual,0.5,13,1720,manual,0.5,11812622,53:01.9,0.35,32.3338,-115.3179,0.8628,83.76,3.5339,16.67,,3.4,ml,,,0.66,72.88,71.9,"[47.0, 51.20000076293945, 42.900001525878906]",2933,53:06.9,earthquake_local,112A.TA_20080726005305_EV
TA,118A,BH,32.6399,-109.9697,1440,800,manual,0.5,13.08,1759,manual,0.5,12769966,58:07.9,0.26,33.0739,-109.326,1.2042,112.594,2.1614,0,,2.6,ml,,,0.69,77.12,231.6,"[33.20000076293945, 31.399999618530273, 32.5]",5482,58:13.0,earthquake_local,118A.TA_20070716025812_EV
TA,119A,BH,32.7663,-109.3029,1406,700,manual,0.5,6.71,1170,manual,0.5,12769966,58:07.9,0.26,33.0739,-109.326,1.2042,112.594,2.1614,0,,2.6,ml,,,0.31,34.18,176.4,"[34.099998474121094, 38.5, 50.900001525878906]",4636,58:07.6,earthquake_local,119A.TA_20070716025806_EV
TA,119A,BH,32.7663,-109.3029,1406,700,manual,0.5,16.82,2026,manual,0.5,12964909,26:25.2,0.25,33.6276,-108.9388,1.0829,112.84,2.1832,10,,2.9,ml,,,0.91,101.38,199.7,"[42.29999923706055, 48.29999923706055, 48.400001525878906]",2580,26:35.0,earthquake_local,119A.TA_20070915052634_EV
TA,119A,BH,32.7663,-109.3029,1406,600,manual,0.5,7.91,1124,manual,0.5,13259505,36:58.3,0.3,33.1255,-109.3747,1.1916,61.669,2.6889,0,,2.9,ml,,,0.36,40.4,170.4,"[35.099998474121094, 42.29999923706055, 39.400001525878906]",3055,37:00.2,earthquake_local,119A.TA_20071104213659_EV
TA,146A,BH,32.6368,-89.0573,164,400,manual,0.58,6.44,988,autopicker,0.67,nm609490,05:14.2,,32.55817,-88.63483,,,,6.08,,2.1,md,,,0.3651,40.61,103,"[34.70000076293945, 35.29999923706055, 25.5]",3199,05:16.7,earthquake_local,146A.TA_20120727080515_EV
TA,146A,BH,32.6368,-89.0573,164,700,manual,0.6,6.87,1292,autopicker,0.74,nm609492,49:03.9,,32.54267,-88.63983,,,,9.28,,1.6,md,,,0.3647,40.56,105,"[24.5, 25.899999618530273, 22.5]",3199,49:03.8,earthquake_local,146A.TA_20120730034902_EV
N4,146B,HH,32.6368,-89.0573,161,500,manual,0.59,18.05,1897,manual,0.59,se60022803,33:41.1,,32.9325,-88.00683,,,,0.01,,2.29,md,,,0.9327,103.73,71.8,"[10.100000381469727, 13.199999809265137, 10.600000381469727]",3199,33:54.1,earthquake_local,146B.N4_20160204013353_EV
TA,147A,BH,32.6738,-88.2708,57,600,manual,0.58,5.42,1389,autopicker,0.68,nm609490,05:14.2,,32.55817,-88.63483,,,,6.08,,2.1,md,,,0.3281,36.49,250,"[29.700000762939453, 25.200000762939453, 24.5]",3113,05:13.7,earthquake_local,147A.TA_20120727080512_EV
N4,152A,HH,32.6686,-84.7188,214,900,manual,0.5,46.55,4812,autopicker,0.51,610586769,19:20.0,1.18,32.9357,-88.0489,0.6145,64.221,3.79482,5.11,,3.1,mb_lg,,,2.82,313.29,94.5,"[35.099998474121094, 36.400001525878906, 30.100000381469727]",5900,19:57.5,earthquake_local,152A.N4_20150312011956_EV
N4,152A,HH,32.6686,-84.7188,214,600,manual,0.5,46.55,4512,autopicker,0.59,610586769,19:20.0,1.18,32.9357,-88.0489,0.6145,64.221,3.79482,5.11,,3.1,mb_lg,,,2.82,313.29,94.5,"[34.29999923706055, 37.400001525878906, 29.299999237060547]",5900,20:00.5,earthquake_local,152A.N4_20150312011959_EV
N4,152A,HH,32.6686,-84.7188,214,500,manual,0.5,46.55,4412,autopicker,0.48,610586769,19:20.0,1.18,32.9357,-88.0489,0.6145,64.221,3.79482,5.11,,3.1,mb_lg,,,2.82,313.29,94.5,"[33.29999923706055, 34.70000076293945, 28.700000762939453]",5900,20:01.5,earthquake_local,152A.N4_20150312012000_EV
N4,152A,HH,32.6686,-84.7188,214,400,manual,0.76,17.29,1635,manual,0.68,se60206522,55:05.5,2.72,32.9942,-83.6589,1.34,41,6.269,12.34,3.83,2.43,md,,,0.9485,105.48,70,"[30.899999618530273, 33.599998474121094, 34.79999923706055]",3199,55:18.8,earthquake_local,152A.N4_20180623135517_EV
TA,153A,BH,32.6499,-83.8316,160,600,manual,0.5,16.21,1775,manual,0.5,601258038,51:49.4,0.88,33.1628,-83.0027,1.8202,29.078,2.40033,14.38,,2.7,mn,,,0.86,96.17,234,"[32.0, 34.29999923706055, 29.399999618530273]",3199,51:59.6,earthquake_local,153A.TA_20120704015158_EV
N4,154A,HH,32.6131,-83.1066,111,700,manual,0.28,11.74,1508,manual,0.2,se60095802,48:38.2,0.84,33.2065,-83.3549,0.41,66,5.554,10.49,0.85,2.57,md,,,0.6294,69.86,340.8,"[14.399999618530273, 18.200000762939453, 14.899999618530273]",5999,48:42.9,earthquake_local,154A.N4_20151116144842_EV
N4,154A,HH,32.6131,-83.1066,111,1000,manual,0.05,12.03,1858,manual,0.22,se60185841,49:12.6,,33.2605,-83.04,,,,11.2,,2.7,md,,,0.648,71.93,5,"[40.900001525878906, 38.400001525878906, 35.79999923706055]",3864,49:14.7,earthquake_local,154A.N4_20170406014914_EV
N4,154A,HH,32.6131,-83.1066,111,800,manual,0.7,6.56,1265,manual,0.7,se60038603,43:47.4,,32.923,-83.21733,,,,1.57,,2.49,md,,,0.3228,35.9,343.2,"[19.799999237060547, 20.600000381469727, 19.0]",3004,43:46.0,earthquake_local,154A.N4_20170611044344_EV
N4,154A,HH,32.6131,-83.1066,111,400,manual,0.69,11.2,1198,manual,0.78,se60206522,55:05.5,2.72,32.9942,-83.6589,1.34,41,6.269,12.34,3.83,2.43,md,,,0.6041,67.18,309.3,"[25.100000381469727, 26.899999618530273, 21.600000381469727]",3199,55:12.7,earthquake_local,154A.N4_20180623135511_EV
TA,154A,BH,32.6131,-83.1066,111,800,manual,0.6,12.67,1727,autopicker,0.72,se610179,14:03.0,,33.22167,-82.721,,,,15.88,,2.3,ml,,,0.6881,76.53,180,"[11.800000190734863, 15.699999809265137, 10.600000381469727]",3199,14:07.6,earthquake_local,154A.TA_20130427201406_EV
TA,155A,BH,32.6219,-82.4665,93,900,manual,0.5,23.32,2565,autopicker,0.57,602946639,21:11.9,1.05,33.8719,-82.4613,0.8929,36.624,2.51977,4.42,,2.5,md,,,1.25,138.64,180.2,"[17.399999618530273, 17.600000381469727, 24.600000381469727]",5900,21:26.2,earthquake_local,155A.TA_20130407192125_EV
TA,157A,BH,32.678,-80.9972,21,500,manual,0.5,26.63,2447,manual,0.5,604049255,23:38.1,0.94,33.7906,-82.1237,1.9186,14.423,2.70285,8.24,,4.5,mb,,,1.46,162.02,139.3,"[51.599998474121094, 49.599998474121094, 47.29999923706055]",5900,23:59.8,earthquake_local,157A.TA_20140215032358_EV
TA,157A,BH,32.678,-80.9972,21,900,manual,0.5,14.54,1916,manual,0.5,604179950,38:03.1,0.83,33.0033,-80.1578,0.7749,83.194,3.73931,12.78,,3,mb_lg,,,0.78,86.47,245.6,"[29.5, 27.399999618530273, 29.100000381469727]",5900,38:08.6,earthquake_local,157A.TA_20140319223807_EV
TA,157A,BH,32.678,-80.9972,21,700,manual,0.5,14.54,1716,manual,0.5,604179950,38:03.1,0.83,33.0033,-80.1578,0.7749,83.194,3.73931,12.78,,3,mb_lg,,,0.78,86.47,245.6,"[28.600000381469727, 27.899999618530273, 29.700000762939453]",4964,38:10.6,earthquake_local,157A.TA_20140319223809_EV
TA,158A,BH,32.7364,-80.1935,12,400,manual,0.58,4.09,736,autopicker,0.44,se610217,57:43.7,,32.93717,-80.13733,,,,0.85,,2.3,md,,,0.2057,22.88,13,"[20.5, 23.299999237060547, 7.599999904632568]",2144,57:43.8,earthquake_local,158A.TA_20130907185742_EV
TA,158A,BH,32.7364,-80.1935,12,500,manual,0.5,33.49,3330,manual,0.5,604050146,23:34.7,1.12,33.7986,-82.0998,1.3244,49.61,2.79936,1.21,,4,ml,,,1.92,213.12,123,"[24.100000381469727, 27.899999618530273, 23.5]",4779,24:03.2,earthquake_local,158A.TA_20140216202402_EV
TA,158A,BH,32.7364,-80.1935,12,900,manual,0.5,5.39,1324,manual,0.5,604179950,38:03.1,0.83,33.0033,-80.1578,0.7749,83.194,3.73931,12.78,,3,mb_lg,,,0.27,29.79,186.4,"[36.29999923706055, 45.20000076293945, 34.599998474121094]",5900,37:59.5,earthquake_local,158A.TA_20140319223758_EV
TA,158A,BH,32.7364,-80.1935,12,600,manual,0.5,5.39,1024,manual,0.5,604179950,38:03.1,0.83,33.0033,-80.1578,0.7749,83.194,3.73931,12.78,,3,mb_lg,,,0.27,29.79,186.4,"[34.400001525878906, 44.5, 33.29999923706055]",2596,38:02.5,earthquake_local,158A.TA_20140319223801_EV
ZQ,191,BH,39.5382,114.3625,1238,700.967,autopicker,0.91,8.83,1451.97,autopicker,0.67,9492,17:13.5,nan,39.94,113.92,0.9,nan,,14,,2.4,ml,,,0.5275,58.56,319.769,"[37.79999923706055, 36.599998474121094, 33.5]",3199,17:15.3,earthquake_local,191.ZQ_20020206201714_EV
ZQ,193,BH,39.6391,114.1933,1439,741,autopicker,0.92,5.85,1272,autopicker,0.72,9492,17:13.5,nan,39.94,113.92,0.9,nan,,14,,2.4,ml,,,0.3675,40.79,325.069,"[53.20000076293945, 56.29999923706055, 50.79999923706055]",2389,17:11.9,earthquake_local,193.ZQ_20020206201710_EV
ZQ,193,BH,39.6391,114.1933,1439,392.6,autopicker,0.9,12.11,1416.6,autopicker,0.79,2222,07:48.8,nan,39.22,113.22,4,nan,,15,,2.3,ml,,,0.8635,95.85,241.269,"[41.79999923706055, 43.70000076293945, 39.599998474121094]",2924,07:57.0,earthquake_local,193.ZQ_20020313190755_EV
ZQ,194,BH,39.6745,114.0466,1435,371.12,autopicker,0.91,10.6,1244.12,autopicker,0.76,2222,07:48.8,nan,39.22,113.22,4,nan,,15,,2.3,ml,,,0.7858,87.23,234.919,"[53.599998474121094, 53.599998474121094, 45.400001525878906]",3199,07:55.7,earthquake_local,194.ZQ_20020313190754_EV
ZQ,195,BH,39.7462,113.9669,1821,388.74,autopicker,0.85,10.72,1278.74,autopicker,0.56,2222,07:48.8,nan,39.22,113.22,4,nan,,15,,2.3,ml,,,0.7824,86.85,227.962,"[33.099998474121094, 35.79999923706055, 29.100000381469727]",2304,07:55.6,earthquake_local,195.ZQ_20020313190754_EV
